circularity,solidity,aspect_ratio,blob_fill_fraction,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_ASM,edge_density,mean_unet_confidence,blob_area_px,scene_id,label
0.2726695961842419,0.8416289592760181,2.168067226890756,0.46951338675004883,26.25596448215955,3.658206891418063,0.2786023070077236,0.060443300487390425,0.6564305424040817,0.0037470476972645793,0.34312080536912754,0.91840660572052,14773,oil_00000.tif,oil
0.20220020023978552,0.6906299395914767,3.1778846153846154,0.4099485045967648,26.099315540481015,3.625087873951465,0.2822489458669563,0.05968851041187401,0.6811430281421691,0.003658552092269366,0.34012331415923824,0.9493653774261475,57109,oil_00001.tif,oil
0.31142727332869435,0.8825647542967805,2.0145985401459856,0.3856844388024966,28.2045814604883,3.8073782169258075,0.2689567154328534,0.05656358406239338,0.6705384674451517,0.003285861928445344,0.3432742358420414,0.9345923066139221,14914,oil_00002.tif,oil
0.32713165723749965,0.889234723588827,1.760204081632653,0.32744010647737354,28.843558659392006,3.8512509070663694,0.26823330366323017,0.05618198687539181,0.6715874628256853,0.0032426653154598163,0.33883185840707963,0.9485679268836975,22531,oil_00003.tif,oil
0.14640764383869836,0.5288932687306671,1.9094202898550725,0.2656683991969859,29.756447854006286,3.9135403080389555,0.2642181058193088,0.05506401292592648,0.6630995187862726,0.0031143617425264743,0.3412597833867239,0.9539887309074402,39414,oil_00004.tif,oil
0.268934066336154,0.7771059787642356,2.42914979757085,0.35384278002699054,32.07968645333278,4.041013917589363,0.261001440172475,0.0532562625091783,0.6646838449399064,0.002916702761989499,0.33795771015987625,0.9654457569122314,53119,oil_00005.tif,oil
0.2745587664406056,0.7845335773321134,2.42914979757085,0.3529183535762483,32.108018663466574,4.043447077822517,0.2608726562799941,0.053205548579280615,0.6647763182838883,0.002911230630383301,0.3378602945389949,0.9663341641426086,52975,oil_00006.tif,oil
0.07337164184770624,0.3635065728579984,1.5200803212851406,0.07969526719825139,34.51742031993285,4.31611094939964,0.2354900098149573,0.052041319673626865,0.5965347057706959,0.002747810216542571,0.3621148735172677,0.8887370824813843,30958,oil_00007.tif,oil
0.04384795459815194,0.2989067430115223,1.548847420417124,0.04613469050217789,33.60142937037065,4.252285645068877,0.2388036482974028,0.05281945385793013,0.6005323363438924,0.002830510489143949,0.3615080152303019,0.8997622132301331,61025,oil_00008.tif,oil
0.0385520164389019,0.3531688651188048,1.0998864926220204,0.03275841670678666,36.07273907987469,4.437093326114793,0.22916187779836006,0.05105758793256155,0.5818245583484984,0.0026435829747841954,0.3640687888766923,0.8677002787590027,29205,oil_00009.tif,oil
0.08643731299668682,0.46466901489970397,1.1485148514851484,0.07494825452372823,36.08267641293559,4.4389712046477685,0.22868431299220698,0.051022346224171206,0.5821381720417245,0.0026400538072369646,0.3647624178636368,0.8847694993019104,14646,oil_00010.tif,oil
0.1326672239309517,0.5434862408546619,1.126543209876543,0.3630686622695755,33.58028076692962,4.259180849636641,0.23781992153822276,0.05273081512349867,0.598224677386979,0.002819726096475107,0.3638346563684474,0.9295938014984131,43599,oil_00011.tif,oil
0.04273481647925088,0.3715720402621903,7.270588235294118,0.22476151194026694,33.06002803457654,4.206187678476499,0.24173575997553104,0.053221257311364636,0.607277574954006,0.0028747253819332557,0.35994292848225434,0.9134228229522705,98275,oil_00012.tif,oil
0.025821351550623116,0.10698890595700897,1.1466965285554311,0.05530577998145297,2.4449859997746195,0.9687794818505859,0.6158604059482379,0.20178932990152948,0.9481057307171654,0.041098176145188674,0.201309060070794,0.9329209923744202,196813,oil_00013.tif,oil
0.2644842206251552,0.748929427456801,2.7228915662650603,0.49764100650389165,32.30317846473159,4.146840085158885,0.24534930674941993,0.053879219115545635,0.6123285903821143,0.0029456815494891993,0.35593615039376747,0.9193688035011292,37931,oil_00014.tif,oil
0.07456558356598018,0.49768770594973766,2.2336683417085426,0.19891923057356523,5.588217729276771,1.4242302416319244,0.5189094557275,0.15559486910426018,0.8769919681948487,0.02449428854598672,0.2862924959067658,0.9333295822143555,71671,oil_00015.tif,oil
0.08227254976094044,0.4895223395346546,1.0711297071129706,0.0761340791710251,32.37583953613677,4.159259607531032,0.24437691642275733,0.05360155183206221,0.6150628501158295,0.002918671297386115,0.3592871356486061,0.955368161201477,75907,oil_00016.tif,oil
0.3546936986607654,0.8713163323530703,1.0382513661202186,0.35683060109289616,34.5568970192683,4.320232639096659,0.23522512969358172,0.05250618569591023,0.5881094347514801,0.002797226557087893,0.36398551446891925,0.9662055373191833,50185,oil_00017.tif,oil
0.18412892911296094,0.7635610054989443,1.8313253012048192,0.3101585288522511,32.668482949335285,4.184336762268087,0.24250863550976262,0.0535339038911318,0.6082624993060632,0.0029095558184874543,0.3613426255155739,0.9610894322395325,98419,oil_00018.tif,oil
0.07880035539813832,0.5646643699262103,2.822519083969466,0.12224063091938539,33.60890973417628,4.248463939133422,0.23911385789078074,0.05287289129128662,0.6025133291514988,0.002837115790470514,0.3610024569789446,0.948064923286438,96123,oil_00019.tif,oil
0.08909274744775819,0.7901347121466682,9.547619047619047,0.33770113406958796,28.764800016931034,3.8575969133540786,0.2659824560991163,0.05550036248501221,0.6646804423653778,0.0031675908562216657,0.3420336783523936,0.9479090571403503,91864,oil_00020.tif,oil
0.07387422928976305,0.6699622312608948,7.8,0.21867034592626308,29.53278300834511,3.915034249833993,0.26259954164334165,0.05499400000442428,0.6563965392044254,0.003110159828774701,0.34156497375394534,0.9546951055526733,116895,oil_00021.tif,oil
0.3259892942063737,0.7167213114754099,3.268292682926829,0.49736075718966144,41.89244394752988,4.823524856999398,0.2116095846754408,0.05053723440497245,0.5069816395805433,0.002585699205247887,0.37401236688423223,0.8336817026138306,2879,oil_00022.tif,oil
0.29069169170639475,0.7227334069439333,3.6097560975609757,0.48541529334212263,41.555617544711595,4.804661173532855,0.21255996773715313,0.05080300623980244,0.506817733075764,0.0026137179914137217,0.37339768950783353,0.8233255743980408,3104,oil_00023.tif,oil
0.289557593804179,0.7252507071226536,3.625,0.48629310344827587,41.386957732799175,4.795158989512281,0.21298864104445192,0.050959554390841766,0.5062478831362731,0.002629765456683196,0.3733061224489796,0.8211920261383057,2978,oil_00024.tif,oil
0.07880538650406285,0.5886619791128115,3.9893048128342246,0.4080909234276211,32.740386203107796,4.158013064758821,0.24639302789467654,0.054689478510824625,0.6024420898740777,0.003035365573942711,0.35955389804741317,0.9447196125984192,58245,oil_00025.tif,oil
0.2233117086010525,0.7221453395209456,3.978609625668449,0.49883919843597263,32.76126562744156,4.159818114860771,0.246237574379851,0.054663526322609665,0.602337104744648,0.003032487988624465,0.35970302099334356,0.94645756483078,60051,oil_00026.tif,oil
0.29763089573914764,0.7789311660209841,1.1050228310502284,0.24706828559568286,32.445125592924995,4.140592208556473,0.24673021792362398,0.054767391359795116,0.6074135718665729,0.003044401561643643,0.3609863979513785,0.9690436720848083,52554,oil_00027.tif,oil
0.30858454548421255,0.7772539337874417,1.0981735159817352,0.24806102203362476,32.4127706531961,4.138219552821831,0.2468911551680119,0.05481221870961962,0.6071338835817957,0.003049324338588349,0.36064278187565857,0.973412036895752,52758,oil_00028.tif,oil
0.29787024640991006,0.7575148061235892,3.1196581196581197,0.4762205830698981,33.87895173696228,4.23090068304484,0.2426077811181719,0.05396773911394681,0.6029890188673105,0.002956379670319996,0.3607681047102385,0.9474783539772034,20739,oil_00029.tif,oil
0.2807455152955128,0.7591390953333081,3.163793103448276,0.47266982993516865,33.8367702902127,4.227889009213913,0.24278964377169007,0.05399341542069658,0.6030015728098488,0.0029592258033930984,0.36033953279735,0.9430549740791321,20539,oil_00030.tif,oil
0.28274680547584596,0.7689123499924047,3.1206896551724137,0.4821632691941322,33.670251271638755,4.216889971034424,0.24324141819594547,0.05410669008504332,0.6037929379696004,0.0029715534785576645,0.36034036902432204,0.9455183744430542,20661,oil_00031.tif,oil
